mu,met,j,nmi,nc_norm
10,LV_grp02_ST,0,0.91,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.914,1.1351
10,LV_grp02_ST,0,0.904,1.1081
10,LV_grp02_ST,0,0.914,1.1351
10,LV_grp02_ST,0,0.907,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.904,1.1081
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.893,1.0541
10,LV_grp02_ST,0,0.908,1.1081
10,LV_grp02_ST,0,0.897,1.0811
10,LV_grp02_ST,0,0.889,1.0541
10,LV_grp02_ST,0,0.908,1.1081
10,LV_grp02_ST,0,0.894,1.0811
10,LV_grp02_ST,0,0.903,1.1081
10,LV_grp02_ST,0,0.898,1.0811
10,LV_grp02_ST,0,0.895,1.0541
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.902,1.1081
10,LV_grp02_ST,0,0.899,1.0811
10,LV_grp02_ST,0,0.898,1.0811
10,LV_grp02_ST,0,0.904,1.0811
10,LV_grp02_ST,0,0.895,1.1081
10,LV_grp02_ST,0,0.908,1.1081
10,LV_grp02_ST,0,0.899,1.0811
10,LV_grp02_ST,0,0.897,1.0811
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.881,1.027
10,LV_grp02_ST,0,0.906,1.1081
10,LV_cons_gamma_LIM,0,0.93,1.2703
10,LV_cons_LF,1,0.93,1.3514
10,LV_cons_LF,2,0.93,1.3514
15,LV_grp02_ST,0,0.875,1.1622
15,LV_grp02_ST,0,0.865,1.1351
15,LV_grp02_ST,0,0.866,1.1622
15,LV_grp02_ST,0,0.855,1.1081
15,LV_grp02_ST,0,0.854,1.1351
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.855,1.1081
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.869,1.1622
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.842,1.0811
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.849,1.1081
15,LV_grp02_ST,0,0.856,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.857,1.1351
15,LV_grp02_ST,0,0.855,1.1351
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.87,1.1351
15,LV_grp02_ST,0,0.852,1.1081
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.849,1.1081
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.839,1.0811
15,LV_grp02_ST,0,0.855,1.1081
15,LV_grp02_ST,0,0.855,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.857,1.1351
15,LV_grp02_ST,0,0.867,1.1622
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.867,1.1351
15,LV_grp02_ST,0,0.868,1.1351
15,LV_grp02_ST,0,0.868,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.868,1.1622
15,LV_grp02_ST,0,0.872,1.1622
15,LV_grp02_ST,0,0.857,1.1351
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.864,1.1351
15,LV_grp02_ST,0,0.87,1.1622
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.855,1.1351
15,LV_grp02_ST,0,0.868,1.1622
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.865,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.875,1.1622
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.871,1.1622
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.876,1.1622
15,LV_grp02_ST,0,0.847,1.1081
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.855,1.1081
15,LV_grp02_ST,0,0.858,1.1081
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.868,1.1622
15,LV_grp02_ST,0,0.874,1.1622
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.873,1.1622
15,LV_grp02_ST,0,0.873,1.1622
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.856,1.1351
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.857,1.1081
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.853,1.1351
15,LV_grp02_ST,0,0.857,1.1081
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.856,1.1081
15,LV_grp02_ST,0,0.858,1.1351
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.844,1.0811
15,LV_grp02_ST,0,0.853,1.1351
15,LV_grp02_ST,0,0.868,1.1351
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.849,1.1081
15,LV_grp02_ST,0,0.859,1.1081
15,LV_grp02_ST,0,0.852,1.1351
15,LV_grp02_ST,0,0.864,1.1351
15,LV_grp02_ST,0,0.868,1.1351
15,LV_cons_gamma_LIM,0,0.901,1.3243
15,LV_cons_LF,1,0.905,1.5135
15,LV_cons_LF,2,0.905,1.5135
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.741,0.9459
20,LV_grp02_ST,0,0.753,0.9459
20,LV_grp02_ST,0,0.756,0.973
20,LV_grp02_ST,0,0.782,1
20,LV_grp02_ST,0,0.741,0.9459
20,LV_grp02_ST,0,0.778,1
20,LV_grp02_ST,0,0.764,0.973
20,LV_grp02_ST,0,0.747,0.9459
20,LV_grp02_ST,0,0.744,0.9459
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.741,0.9189
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.765,0.973
20,LV_grp02_ST,0,0.761,0.973
20,LV_grp02_ST,0,0.745,0.9189
20,LV_grp02_ST,0,0.752,0.9189
20,LV_grp02_ST,0,0.755,0.9459
20,LV_grp02_ST,0,0.749,0.973
20,LV_grp02_ST,0,0.754,0.973
20,LV_grp02_ST,0,0.776,1
20,LV_grp02_ST,0,0.767,0.973
20,LV_grp02_ST,0,0.787,1.027
20,LV_grp02_ST,0,0.763,0.973
20,LV_grp02_ST,0,0.752,0.9189
20,LV_grp02_ST,0,0.77,1
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.775,1
20,LV_grp02_ST,0,0.77,1
20,LV_grp02_ST,0,0.778,0.973
20,LV_grp02_ST,0,0.749,0.9189
20,LV_grp02_ST,0,0.758,0.973
20,LV_grp02_ST,0,0.767,1
20,LV_grp02_ST,0,0.752,0.973
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.751,0.9459
20,LV_grp02_ST,0,0.751,0.973
20,LV_grp02_ST,0,0.771,0.973
20,LV_grp02_ST,0,0.761,0.9459
20,LV_grp02_ST,0,0.764,0.973
20,LV_grp02_ST,0,0.747,0.9459
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.774,0.973
20,LV_grp02_ST,0,0.746,0.9459
20,LV_grp02_ST,0,0.765,0.973
20,LV_grp02_ST,0,0.769,1
20,LV_grp02_ST,0,0.789,1.027
20,LV_grp02_ST,0,0.766,1
20,LV_grp02_ST,0,0.754,0.9459
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.762,0.973
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.783,1
20,LV_grp02_ST,0,0.766,0.973
20,LV_grp02_ST,0,0.764,0.9459
20,LV_grp02_ST,0,0.767,0.973
20,LV_grp02_ST,0,0.766,0.973
20,LV_grp02_ST,0,0.763,0.973
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.751,0.9459
20,LV_grp02_ST,0,0.753,0.9459
20,LV_grp02_ST,0,0.749,0.9189
20,LV_grp02_ST,0,0.76,0.9459
20,LV_grp02_ST,0,0.763,0.973
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.778,1
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.761,1
20,LV_grp02_ST,0,0.743,0.9459
20,LV_grp02_ST,0,0.762,0.973
20,LV_grp02_ST,0,0.761,0.973
20,LV_grp02_ST,0,0.766,1
20,LV_grp02_ST,0,0.756,0.9459
20,LV_grp02_ST,0,0.749,0.9459
20,LV_grp02_ST,0,0.766,0.973
20,LV_grp02_ST,0,0.737,0.9189
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.764,0.973
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.756,0.9459
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.752,0.9459
20,LV_grp02_ST,0,0.774,1
20,LV_grp02_ST,0,0.766,0.973
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.774,1
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.766,1
20,LV_grp02_ST,0,0.737,0.9189
20,LV_grp02_ST,0,0.746,0.9189
20,LV_grp02_ST,0,0.731,0.9189
20,LV_grp02_ST,0,0.74,0.9189
20,LV_grp02_ST,0,0.764,0.973
20,LV_grp02_ST,0,0.76,0.9459
20,LV_grp02_ST,0,0.762,0.973
20,LV_grp02_ST,0,0.743,0.9189
20,LV_grp02_ST,0,0.769,0.973
20,LV_grp02_ST,0,0.742,0.9189
20,LV_cons_gamma_LIM,0,0.828,1.6486
20,LV_cons_LF,1,0.834,1.8108
20,LV_cons_LF,2,0.834,1.8108
25,LV_grp02_ST,0,0.696,0.7838
25,LV_grp02_ST,0,0.683,0.7568
25,LV_grp02_ST,0,0.709,0.8108
25,LV_grp02_ST,0,0.698,0.8108
25,LV_grp02_ST,0,0.699,0.7838
25,LV_grp02_ST,0,0.723,0.8108
25,LV_grp02_ST,0,0.704,0.7838
25,LV_grp02_ST,0,0.722,0.8108
25,LV_grp02_ST,0,0.701,0.7838
25,LV_grp02_ST,0,0.695,0.7568
25,LV_grp02_ST,0,0.709,0.7838
25,LV_grp02_ST,0,0.694,0.7568
25,LV_grp02_ST,0,0.706,0.8108
25,LV_grp02_ST,0,0.699,0.7568
25,LV_grp02_ST,0,0.732,0.8378
25,LV_grp02_ST,0,0.736,0.8378
25,LV_grp02_ST,0,0.719,0.8108
25,LV_grp02_ST,0,0.701,0.7838
25,LV_grp02_ST,0,0.729,0.8108
25,LV_grp02_ST,0,0.696,0.7568
25,LV_grp02_ST,0,0.686,0.8108
25,LV_grp02_ST,0,0.693,0.7838
25,LV_grp02_ST,0,0.708,0.7838
25,LV_grp02_ST,0,0.717,0.8108
25,LV_grp02_ST,0,0.723,0.8378
25,LV_grp02_ST,0,0.743,0.8378
25,LV_grp02_ST,0,0.712,0.7838
25,LV_grp02_ST,0,0.713,0.7838
25,LV_grp02_ST,0,0.729,0.8108
25,LV_grp02_ST,0,0.729,0.8378
25,LV_grp02_ST,0,0.709,0.8108
25,LV_grp02_ST,0,0.723,0.8108
25,LV_grp02_ST,0,0.704,0.7568
25,LV_grp02_ST,0,0.679,0.7838
25,LV_grp02_ST,0,0.701,0.7838
25,LV_grp02_ST,0,0.722,0.8378
25,LV_grp02_ST,0,0.716,0.8108
25,LV_grp02_ST,0,0.712,0.7838
25,LV_grp02_ST,0,0.701,0.8378
25,LV_grp02_ST,0,0.706,0.8378
25,LV_grp02_ST,0,0.693,0.7568
25,LV_grp02_ST,0,0.708,0.8108
25,LV_grp02_ST,0,0.703,0.7568
25,LV_grp02_ST,0,0.697,0.7568
25,LV_grp02_ST,0,0.724,0.8108
25,LV_grp02_ST,0,0.707,0.8108
25,LV_grp02_ST,0,0.691,0.7568
25,LV_grp02_ST,0,0.717,0.8378
25,LV_grp02_ST,0,0.706,0.8108
25,LV_grp02_ST,0,0.684,0.7568
25,LV_grp02_ST,0,0.691,0.7838
25,LV_grp02_ST,0,0.739,0.8378
25,LV_grp02_ST,0,0.692,0.7838
25,LV_grp02_ST,0,0.728,0.8378
25,LV_grp02_ST,0,0.709,0.8108
25,LV_grp02_ST,0,0.726,0.8378
25,LV_grp02_ST,0,0.731,0.8378
25,LV_grp02_ST,0,0.707,0.7838
25,LV_grp02_ST,0,0.718,0.8108
25,LV_grp02_ST,0,0.707,0.8108
25,LV_grp02_ST,0,0.693,0.7838
25,LV_grp02_ST,0,0.705,0.7838
25,LV_grp02_ST,0,0.724,0.8108
25,LV_grp02_ST,0,0.696,0.7838
25,LV_grp02_ST,0,0.696,0.7568
25,LV_grp02_ST,0,0.708,0.8378
25,LV_grp02_ST,0,0.699,0.7568
25,LV_grp02_ST,0,0.697,0.7838
25,LV_grp02_ST,0,0.721,0.8108
25,LV_grp02_ST,0,0.683,0.7568
25,LV_grp02_ST,0,0.709,0.7838
25,LV_grp02_ST,0,0.71,0.8108
25,LV_grp02_ST,0,0.724,0.8108
25,LV_grp02_ST,0,0.719,0.8108
25,LV_grp02_ST,0,0.698,0.8108
25,LV_grp02_ST,0,0.722,0.8108
25,LV_grp02_ST,0,0.706,0.7838
25,LV_grp02_ST,0,0.694,0.7838
25,LV_grp02_ST,0,0.743,0.8649
25,LV_grp02_ST,0,0.669,0.7568
25,LV_grp02_ST,0,0.68,0.7297
25,LV_grp02_ST,0,0.702,0.7568
25,LV_grp02_ST,0,0.723,0.8378
25,LV_grp02_ST,0,0.748,0.8378
25,LV_grp02_ST,0,0.696,0.7568
25,LV_grp02_ST,0,0.688,0.7297
25,LV_grp02_ST,0,0.693,0.8108
25,LV_grp02_ST,0,0.704,0.8108
25,LV_grp02_ST,0,0.706,0.7838
25,LV_grp02_ST,0,0.707,0.8108
25,LV_grp02_ST,0,0.687,0.7297
25,LV_grp02_ST,0,0.71,0.7838
25,LV_grp02_ST,0,0.711,0.7838
25,LV_grp02_ST,0,0.726,0.7838
25,LV_grp02_ST,0,0.666,0.7297
25,LV_grp02_ST,0,0.736,0.8378
25,LV_grp02_ST,0,0.722,0.8108
25,LV_grp02_ST,0,0.691,0.7838
25,LV_grp02_ST,0,0.722,0.8378
25,LV_grp02_ST,0,0.735,0.8108
25,LV_cons_gamma_LIM,0,0.81,1.6486
25,LV_cons_LF,1,0.818,2
25,LV_cons_LF,2,0.818,2
30,LV_grp02_ST,0,0.587,0.7838
30,LV_grp02_ST,0,0.591,0.8378
30,LV_grp02_ST,0,0.59,0.8108
30,LV_grp02_ST,0,0.593,0.8919
30,LV_grp02_ST,0,0.606,0.8649
30,LV_grp02_ST,0,0.603,0.8649
30,LV_grp02_ST,0,0.581,0.7838
30,LV_grp02_ST,0,0.6,0.8378
30,LV_grp02_ST,0,0.609,0.8919
30,LV_grp02_ST,0,0.582,0.8108
30,LV_grp02_ST,0,0.595,0.8108
30,LV_grp02_ST,0,0.597,0.8378
30,LV_grp02_ST,0,0.607,0.8919
30,LV_grp02_ST,0,0.592,0.8378
30,LV_grp02_ST,0,0.608,0.8649
30,LV_grp02_ST,0,0.6,0.8378
30,LV_grp02_ST,0,0.624,0.8649
30,LV_grp02_ST,0,0.589,0.7838
30,LV_grp02_ST,0,0.618,0.8649
30,LV_grp02_ST,0,0.633,0.8919
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.591,0.8378
30,LV_grp02_ST,0,0.594,0.8108
30,LV_grp02_ST,0,0.612,0.8649
30,LV_grp02_ST,0,0.618,0.8378
30,LV_grp02_ST,0,0.616,0.8919
30,LV_grp02_ST,0,0.622,0.8919
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.629,0.8919
30,LV_grp02_ST,0,0.626,0.9189
30,LV_grp02_ST,0,0.618,0.8649
30,LV_grp02_ST,0,0.624,0.8919
30,LV_grp02_ST,0,0.62,0.8919
30,LV_grp02_ST,0,0.606,0.8378
30,LV_grp02_ST,0,0.621,0.8919
30,LV_grp02_ST,0,0.603,0.8378
30,LV_grp02_ST,0,0.609,0.8649
30,LV_grp02_ST,0,0.613,0.8649
30,LV_grp02_ST,0,0.596,0.8378
30,LV_grp02_ST,0,0.619,0.8378
30,LV_grp02_ST,0,0.6,0.8649
30,LV_grp02_ST,0,0.605,0.8649
30,LV_grp02_ST,0,0.605,0.8649
30,LV_grp02_ST,0,0.602,0.8649
30,LV_grp02_ST,0,0.619,0.8919
30,LV_grp02_ST,0,0.608,0.8378
30,LV_grp02_ST,0,0.614,0.8378
30,LV_grp02_ST,0,0.604,0.8378
30,LV_grp02_ST,0,0.626,0.8919
30,LV_grp02_ST,0,0.6,0.8378
30,LV_grp02_ST,0,0.567,0.7838
30,LV_grp02_ST,0,0.602,0.8378
30,LV_grp02_ST,0,0.616,0.8649
30,LV_grp02_ST,0,0.602,0.8378
30,LV_grp02_ST,0,0.614,0.8378
30,LV_grp02_ST,0,0.62,0.8649
30,LV_grp02_ST,0,0.637,0.8919
30,LV_grp02_ST,0,0.627,0.8919
30,LV_grp02_ST,0,0.602,0.8378
30,LV_grp02_ST,0,0.6,0.8378
30,LV_grp02_ST,0,0.603,0.8108
30,LV_grp02_ST,0,0.605,0.8378
30,LV_grp02_ST,0,0.623,0.8649
30,LV_grp02_ST,0,0.631,0.9189
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.603,0.8378
30,LV_grp02_ST,0,0.633,0.8919
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.586,0.8108
30,LV_grp02_ST,0,0.584,0.7838
30,LV_grp02_ST,0,0.597,0.8378
30,LV_grp02_ST,0,0.617,0.8649
30,LV_grp02_ST,0,0.603,0.8108
30,LV_grp02_ST,0,0.64,0.9189
30,LV_grp02_ST,0,0.631,0.8649
30,LV_grp02_ST,0,0.65,0.9189
30,LV_grp02_ST,0,0.626,0.9189
30,LV_grp02_ST,0,0.622,0.8649
30,LV_grp02_ST,0,0.604,0.8378
30,LV_grp02_ST,0,0.597,0.8108
30,LV_grp02_ST,0,0.599,0.8378
30,LV_grp02_ST,0,0.621,0.8649
30,LV_grp02_ST,0,0.602,0.8108
30,LV_grp02_ST,0,0.625,0.8919
30,LV_grp02_ST,0,0.603,0.8649
30,LV_grp02_ST,0,0.611,0.8378
30,LV_grp02_ST,0,0.633,0.8919
30,LV_grp02_ST,0,0.6,0.8108
30,LV_grp02_ST,0,0.627,0.8919
30,LV_grp02_ST,0,0.602,0.8649
30,LV_grp02_ST,0,0.591,0.7838
30,LV_grp02_ST,0,0.613,0.8649
30,LV_grp02_ST,0,0.6,0.8919
30,LV_grp02_ST,0,0.608,0.8378
30,LV_grp02_ST,0,0.611,0.8919
