mu,met,j,nmi,nc_norm
5,LV_grp02_ST,0,0.97,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.968,1.3514
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.96,1.2973
5,LV_grp02_ST,0,0.97,1.3514
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.968,1.3243
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.968,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.968,1.3243
5,LV_grp02_ST,0,0.96,1.2973
5,LV_grp02_ST,0,0.968,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.958,1.2973
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.968,1.3514
5,LV_grp02_ST,0,0.967,1.3514
5,LV_grp02_ST,0,0.97,1.3514
5,LV_grp02_ST,0,0.967,1.3243
5,LV_grp02_ST,0,0.969,1.3514
5,LV_grp02_ST,0,0.969,1.3514
5,LV_cons_gamma_LIM,0,0.968,1.2432
5,LV_cons_LF,1,0.969,1.3514
5,LV_cons_LF,2,0.969,1.3514
10,LV_grp02_ST,0,0.904,1.1081
10,LV_grp02_ST,0,0.897,1.0811
10,LV_grp02_ST,0,0.906,1.1081
10,LV_grp02_ST,0,0.908,1.1351
10,LV_grp02_ST,0,0.903,1.0811
10,LV_grp02_ST,0,0.904,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.886,1.0541
10,LV_grp02_ST,0,0.903,1.0811
10,LV_grp02_ST,0,0.901,1.1081
10,LV_grp02_ST,0,0.906,1.1081
10,LV_grp02_ST,0,0.91,1.1081
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.904,1.1081
10,LV_grp02_ST,0,0.903,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.911,1.1351
10,LV_grp02_ST,0,0.903,1.0811
10,LV_grp02_ST,0,0.906,1.1081
10,LV_grp02_ST,0,0.916,1.1351
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.902,1.1081
10,LV_grp02_ST,0,0.903,1.1081
10,LV_grp02_ST,0,0.899,1.0811
10,LV_grp02_ST,0,0.906,1.1081
10,LV_grp02_ST,0,0.905,1.0811
10,LV_grp02_ST,0,0.909,1.1081
10,LV_grp02_ST,0,0.886,1.0541
10,LV_grp02_ST,0,0.898,1.0811
10,LV_grp02_ST,0,0.903,1.1081
10,LV_grp02_ST,0,0.901,1.1081
10,LV_grp02_ST,0,0.888,1.0541
10,LV_grp02_ST,0,0.895,1.0811
10,LV_grp02_ST,0,0.905,1.1081
10,LV_grp02_ST,0,0.894,1.0541
10,LV_grp02_ST,0,0.895,1.0811
10,LV_grp02_ST,0,0.9,1.1081
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.893,1.0541
10,LV_grp02_ST,0,0.898,1.0811
10,LV_grp02_ST,0,0.908,1.1351
10,LV_grp02_ST,0,0.892,1.0541
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.905,1.0811
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.908,1.1081
10,LV_grp02_ST,0,0.894,1.0811
10,LV_grp02_ST,0,0.89,1.0541
10,LV_grp02_ST,0,0.911,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.901,1.1081
10,LV_grp02_ST,0,0.901,1.1081
10,LV_grp02_ST,0,0.914,1.1351
10,LV_grp02_ST,0,0.908,1.1081
10,LV_grp02_ST,0,0.912,1.1351
10,LV_grp02_ST,0,0.902,1.1081
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.891,1.0811
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.907,1.1081
10,LV_grp02_ST,0,0.896,1.0811
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.902,1.0811
10,LV_grp02_ST,0,0.911,1.1081
10,LV_grp02_ST,0,0.906,1.0811
10,LV_grp02_ST,0,0.905,1.1081
10,LV_grp02_ST,0,0.907,1.0811
10,LV_grp02_ST,0,0.907,1.1081
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.888,1.0541
10,LV_grp02_ST,0,0.892,1.0811
10,LV_grp02_ST,0,0.896,1.0811
10,LV_grp02_ST,0,0.896,1.0811
10,LV_grp02_ST,0,0.909,1.1081
10,LV_grp02_ST,0,0.899,1.1081
10,LV_grp02_ST,0,0.895,1.0811
10,LV_grp02_ST,0,0.899,1.0811
10,LV_grp02_ST,0,0.905,1.1081
10,LV_grp02_ST,0,0.916,1.1351
10,LV_grp02_ST,0,0.9,1.0811
10,LV_grp02_ST,0,0.899,1.0811
10,LV_grp02_ST,0,0.903,1.1081
10,LV_grp02_ST,0,0.905,1.1081
10,LV_grp02_ST,0,0.902,1.1081
10,LV_grp02_ST,0,0.901,1.0811
10,LV_grp02_ST,0,0.91,1.1351
10,LV_grp02_ST,0,0.897,1.0811
10,LV_grp02_ST,0,0.898,1.0811
10,LV_grp02_ST,0,0.897,1.0541
10,LV_grp02_ST,0,0.905,1.0811
10,LV_grp02_ST,0,0.907,1.1081
10,LV_grp02_ST,0,0.896,1.0811
10,LV_grp02_ST,0,0.91,1.1081
10,LV_grp02_ST,0,0.907,1.1081
10,LV_grp02_ST,0,0.876,1.027
10,LV_grp02_ST,0,0.904,1.0811
10,LV_grp02_ST,0,0.907,1.1081
10,LV_cons_gamma_LIM,0,0.868,1
10,LV_cons_LF,1,0.835,0.9459
10,LV_cons_LF,2,0.835,0.9459
10,LV_cons_LF,3,0.835,0.9459
15,LV_grp02_ST,0,0.844,1.1081
15,LV_grp02_ST,0,0.852,1.1081
15,LV_grp02_ST,0,0.868,1.1351
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.857,1.1081
15,LV_grp02_ST,0,0.854,1.1081
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.874,1.1622
15,LV_grp02_ST,0,0.852,1.1081
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.846,1.1081
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.836,1.0811
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.844,1.1081
15,LV_grp02_ST,0,0.874,1.1622
15,LV_grp02_ST,0,0.875,1.1622
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.852,1.1081
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.869,1.1351
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.852,1.1351
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.87,1.1622
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.831,1.0811
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.868,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.879,1.1622
15,LV_grp02_ST,0,0.876,1.1622
15,LV_grp02_ST,0,0.847,1.1081
15,LV_grp02_ST,0,0.859,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.855,1.1351
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.874,1.1622
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.857,1.1351
15,LV_grp02_ST,0,0.857,1.1351
15,LV_grp02_ST,0,0.849,1.1081
15,LV_grp02_ST,0,0.87,1.1622
15,LV_grp02_ST,0,0.852,1.1081
15,LV_grp02_ST,0,0.879,1.1892
15,LV_grp02_ST,0,0.864,1.1351
15,LV_grp02_ST,0,0.864,1.1622
15,LV_grp02_ST,0,0.851,1.1081
15,LV_grp02_ST,0,0.847,1.1081
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.861,1.1081
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.871,1.1622
15,LV_grp02_ST,0,0.846,1.1081
15,LV_grp02_ST,0,0.888,1.1892
15,LV_grp02_ST,0,0.854,1.1081
15,LV_grp02_ST,0,0.848,1.1081
15,LV_grp02_ST,0,0.858,1.1351
15,LV_grp02_ST,0,0.847,1.1081
15,LV_grp02_ST,0,0.852,1.1351
15,LV_grp02_ST,0,0.858,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.848,1.0811
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.843,1.1081
15,LV_grp02_ST,0,0.866,1.1351
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.853,1.1081
15,LV_grp02_ST,0,0.849,1.1081
15,LV_grp02_ST,0,0.862,1.1081
15,LV_grp02_ST,0,0.846,1.0811
15,LV_grp02_ST,0,0.862,1.1351
15,LV_grp02_ST,0,0.856,1.1081
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.85,1.1351
15,LV_grp02_ST,0,0.876,1.1622
15,LV_grp02_ST,0,0.867,1.1351
15,LV_grp02_ST,0,0.864,1.1351
15,LV_grp02_ST,0,0.863,1.1351
15,LV_grp02_ST,0,0.861,1.1351
15,LV_grp02_ST,0,0.86,1.1351
15,LV_grp02_ST,0,0.864,1.1351
15,LV_grp02_ST,0,0.85,1.1081
15,LV_grp02_ST,0,0.867,1.1351
15,LV_grp02_ST,0,0.835,1.0541
15,LV_cons_gamma_LIM,0,0.827,1.027
15,LV_cons_LF,1,0.772,0.9459
15,LV_cons_LF,2,0.772,0.9459
15,LV_cons_LF,3,0.772,0.9459
20,LV_grp02_ST,0,0.752,0.9459
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.752,0.973
20,LV_grp02_ST,0,0.77,0.973
20,LV_grp02_ST,0,0.764,1
20,LV_grp02_ST,0,0.729,0.8649
20,LV_grp02_ST,0,0.766,0.973
20,LV_grp02_ST,0,0.762,0.9459
20,LV_grp02_ST,0,0.747,0.9459
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.759,0.973
20,LV_grp02_ST,0,0.743,0.9189
20,LV_grp02_ST,0,0.755,0.9459
20,LV_grp02_ST,0,0.754,0.973
20,LV_grp02_ST,0,0.741,0.9189
20,LV_grp02_ST,0,0.763,0.973
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.74,0.9189
20,LV_grp02_ST,0,0.776,0.973
20,LV_grp02_ST,0,0.755,0.9459
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.757,0.973
20,LV_grp02_ST,0,0.769,0.973
20,LV_grp02_ST,0,0.734,0.9189
20,LV_grp02_ST,0,0.776,1
20,LV_grp02_ST,0,0.742,0.973
20,LV_grp02_ST,0,0.764,0.973
20,LV_grp02_ST,0,0.772,1
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.777,1
20,LV_grp02_ST,0,0.742,0.9189
20,LV_grp02_ST,0,0.735,0.9189
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.758,0.973
20,LV_grp02_ST,0,0.772,0.973
20,LV_grp02_ST,0,0.773,0.973
20,LV_grp02_ST,0,0.756,1
20,LV_grp02_ST,0,0.76,0.9459
20,LV_grp02_ST,0,0.775,1
20,LV_grp02_ST,0,0.733,0.8919
20,LV_grp02_ST,0,0.746,0.9189
20,LV_grp02_ST,0,0.758,0.9459
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.76,0.973
20,LV_grp02_ST,0,0.776,0.973
20,LV_grp02_ST,0,0.77,0.973
20,LV_grp02_ST,0,0.781,1
20,LV_grp02_ST,0,0.772,0.973
20,LV_grp02_ST,0,0.773,0.973
20,LV_grp02_ST,0,0.757,0.9189
20,LV_grp02_ST,0,0.756,0.9459
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.752,0.9459
20,LV_grp02_ST,0,0.74,0.9459
20,LV_grp02_ST,0,0.742,0.9459
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.768,1
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.752,0.9459
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.752,0.973
20,LV_grp02_ST,0,0.75,0.973
20,LV_grp02_ST,0,0.753,0.9459
20,LV_grp02_ST,0,0.77,0.973
20,LV_grp02_ST,0,0.746,0.9459
20,LV_grp02_ST,0,0.747,0.9189
20,LV_grp02_ST,0,0.778,1
20,LV_grp02_ST,0,0.756,0.9459
20,LV_grp02_ST,0,0.757,0.9459
20,LV_grp02_ST,0,0.757,0.973
20,LV_grp02_ST,0,0.746,0.9189
20,LV_grp02_ST,0,0.782,1
20,LV_grp02_ST,0,0.742,0.9189
20,LV_grp02_ST,0,0.743,0.9189
20,LV_grp02_ST,0,0.747,0.9189
20,LV_grp02_ST,0,0.767,0.973
20,LV_grp02_ST,0,0.729,0.9189
20,LV_grp02_ST,0,0.76,0.9459
20,LV_grp02_ST,0,0.742,0.9189
20,LV_grp02_ST,0,0.754,0.9459
20,LV_grp02_ST,0,0.75,0.9459
20,LV_grp02_ST,0,0.755,0.9459
20,LV_grp02_ST,0,0.75,0.973
20,LV_grp02_ST,0,0.773,1
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.732,0.9189
20,LV_grp02_ST,0,0.729,0.9459
20,LV_grp02_ST,0,0.726,0.9189
20,LV_grp02_ST,0,0.749,0.973
20,LV_grp02_ST,0,0.779,1
20,LV_grp02_ST,0,0.763,0.973
20,LV_grp02_ST,0,0.768,1
20,LV_grp02_ST,0,0.748,0.9459
20,LV_grp02_ST,0,0.775,1
20,LV_grp02_ST,0,0.784,1
20,LV_grp02_ST,0,0.755,0.9459
20,LV_grp02_ST,0,0.768,0.973
20,LV_grp02_ST,0,0.744,0.9189
20,LV_grp02_ST,0,0.777,1
20,LV_cons_gamma_LIM,0,0.727,0.8649
20,LV_cons_LF,1,0.675,0.7838
20,LV_cons_LF,2,0.661,0.7568
20,LV_cons_LF,3,0.661,0.7568
25,LV_grp02_ST,0,0.688,0.7838
25,LV_grp02_ST,0,0.706,0.7838
25,LV_grp02_ST,0,0.701,0.7838
25,LV_grp02_ST,0,0.698,0.7838
25,LV_grp02_ST,0,0.688,0.8108
25,LV_grp02_ST,0,0.705,0.7838
25,LV_grp02_ST,0,0.719,0.8378
25,LV_grp02_ST,0,0.716,0.7838
25,LV_grp02_ST,0,0.701,0.8108
25,LV_grp02_ST,0,0.715,0.7838
25,LV_grp02_ST,0,0.699,0.8108
25,LV_grp02_ST,0,0.711,0.8108
25,LV_grp02_ST,0,0.716,0.8108
25,LV_grp02_ST,0,0.701,0.7568
25,LV_grp02_ST,0,0.688,0.7568
25,LV_grp02_ST,0,0.703,0.7838
25,LV_grp02_ST,0,0.721,0.8108
25,LV_grp02_ST,0,0.713,0.8108
25,LV_grp02_ST,0,0.713,0.8108
25,LV_grp02_ST,0,0.702,0.8108
25,LV_grp02_ST,0,0.713,0.8108
25,LV_grp02_ST,0,0.72,0.8378
25,LV_grp02_ST,0,0.716,0.8378
25,LV_grp02_ST,0,0.723,0.8108
25,LV_grp02_ST,0,0.697,0.7838
25,LV_grp02_ST,0,0.682,0.7568
25,LV_grp02_ST,0,0.716,0.8108
25,LV_grp02_ST,0,0.727,0.8378
25,LV_grp02_ST,0,0.731,0.8108
25,LV_grp02_ST,0,0.713,0.8108
25,LV_grp02_ST,0,0.709,0.7838
25,LV_grp02_ST,0,0.72,0.8378
25,LV_grp02_ST,0,0.69,0.7568
25,LV_grp02_ST,0,0.707,0.7838
25,LV_grp02_ST,0,0.72,0.8108
25,LV_grp02_ST,0,0.697,0.7838
25,LV_grp02_ST,0,0.711,0.8108
25,LV_grp02_ST,0,0.711,0.8108
25,LV_grp02_ST,0,0.716,0.8108
25,LV_grp02_ST,0,0.703,0.7838
25,LV_grp02_ST,0,0.709,0.7838
25,LV_grp02_ST,0,0.7,0.7838
25,LV_grp02_ST,0,0.692,0.7838
25,LV_grp02_ST,0,0.712,0.8108
25,LV_grp02_ST,0,0.687,0.7838
25,LV_grp02_ST,0,0.722,0.8108
25,LV_grp02_ST,0,0.721,0.8108
25,LV_grp02_ST,0,0.699,0.7568
25,LV_grp02_ST,0,0.724,0.8108
25,LV_grp02_ST,0,0.714,0.8378
25,LV_grp02_ST,0,0.698,0.7838
25,LV_grp02_ST,0,0.682,0.7568
25,LV_grp02_ST,0,0.69,0.7838
25,LV_grp02_ST,0,0.703,0.7838
25,LV_grp02_ST,0,0.697,0.8108
25,LV_grp02_ST,0,0.679,0.7568
25,LV_grp02_ST,0,0.703,0.7838
25,LV_grp02_ST,0,0.734,0.8378
25,LV_grp02_ST,0,0.711,0.7838
25,LV_grp02_ST,0,0.699,0.7568
25,LV_grp02_ST,0,0.693,0.7838
25,LV_grp02_ST,0,0.704,0.7838
25,LV_grp02_ST,0,0.721,0.8108
25,LV_grp02_ST,0,0.713,0.8378
25,LV_grp02_ST,0,0.699,0.7838
25,LV_grp02_ST,0,0.702,0.8108
25,LV_grp02_ST,0,0.681,0.7297
25,LV_grp02_ST,0,0.709,0.8108
25,LV_grp02_ST,0,0.689,0.7838
25,LV_grp02_ST,0,0.693,0.7568
25,LV_grp02_ST,0,0.715,0.8108
25,LV_grp02_ST,0,0.721,0.8108
25,LV_grp02_ST,0,0.702,0.7838
25,LV_grp02_ST,0,0.701,0.7838
25,LV_grp02_ST,0,0.704,0.8108
25,LV_grp02_ST,0,0.74,0.8649
25,LV_grp02_ST,0,0.718,0.8108
25,LV_grp02_ST,0,0.708,0.7838
25,LV_grp02_ST,0,0.708,0.8378
25,LV_grp02_ST,0,0.711,0.8108
25,LV_grp02_ST,0,0.686,0.7297
25,LV_grp02_ST,0,0.689,0.7568
25,LV_grp02_ST,0,0.72,0.8108
25,LV_grp02_ST,0,0.686,0.7568
25,LV_grp02_ST,0,0.729,0.8378
25,LV_grp02_ST,0,0.743,0.8378
25,LV_grp02_ST,0,0.731,0.8108
25,LV_grp02_ST,0,0.703,0.7838
25,LV_grp02_ST,0,0.691,0.7838
25,LV_grp02_ST,0,0.707,0.8108
25,LV_grp02_ST,0,0.707,0.7838
25,LV_grp02_ST,0,0.693,0.7838
25,LV_grp02_ST,0,0.699,0.7838
25,LV_grp02_ST,0,0.718,0.8108
25,LV_grp02_ST,0,0.695,0.7838
25,LV_grp02_ST,0,0.707,0.8108
25,LV_grp02_ST,0,0.681,0.7838
25,LV_grp02_ST,0,0.713,0.7838
25,LV_grp02_ST,0,0.737,0.8378
25,LV_grp02_ST,0,0.704,0.7568
25,LV_cons_gamma_LIM,0,0.695,0.7838
25,LV_cons_LF,1,0.613,0.5946
25,LV_cons_LF,2,0.613,0.5946
25,LV_cons_LF,3,0.613,0.5946
30,LV_grp02_ST,0,0.6,0.8649
30,LV_grp02_ST,0,0.597,0.8378
30,LV_grp02_ST,0,0.606,0.8378
30,LV_grp02_ST,0,0.584,0.8108
30,LV_grp02_ST,0,0.605,0.8378
30,LV_grp02_ST,0,0.613,0.8378
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.6,0.8108
30,LV_grp02_ST,0,0.61,0.8378
30,LV_grp02_ST,0,0.612,0.8378
30,LV_grp02_ST,0,0.599,0.8108
30,LV_grp02_ST,0,0.617,0.8649
30,LV_grp02_ST,0,0.59,0.8108
30,LV_grp02_ST,0,0.614,0.8919
30,LV_grp02_ST,0,0.63,0.8919
30,LV_grp02_ST,0,0.601,0.8378
30,LV_grp02_ST,0,0.592,0.8108
30,LV_grp02_ST,0,0.603,0.8378
30,LV_grp02_ST,0,0.595,0.8378
30,LV_grp02_ST,0,0.617,0.8919
30,LV_grp02_ST,0,0.613,0.8378
30,LV_grp02_ST,0,0.609,0.8649
30,LV_grp02_ST,0,0.607,0.8649
30,LV_grp02_ST,0,0.607,0.8649
30,LV_grp02_ST,0,0.62,0.8649
30,LV_grp02_ST,0,0.609,0.8919
30,LV_grp02_ST,0,0.599,0.8378
30,LV_grp02_ST,0,0.611,0.8649
30,LV_grp02_ST,0,0.574,0.8649
30,LV_grp02_ST,0,0.609,0.8378
30,LV_grp02_ST,0,0.603,0.8108
30,LV_grp02_ST,0,0.602,0.8378
30,LV_grp02_ST,0,0.589,0.8378
30,LV_grp02_ST,0,0.599,0.8108
30,LV_grp02_ST,0,0.602,0.8378
30,LV_grp02_ST,0,0.583,0.8649
30,LV_grp02_ST,0,0.617,0.8649
30,LV_grp02_ST,0,0.611,0.8108
30,LV_grp02_ST,0,0.619,0.8919
30,LV_grp02_ST,0,0.6,0.8649
30,LV_grp02_ST,0,0.63,0.9189
30,LV_grp02_ST,0,0.603,0.8378
30,LV_grp02_ST,0,0.589,0.8108
30,LV_grp02_ST,0,0.603,0.8649
30,LV_grp02_ST,0,0.613,0.8649
30,LV_grp02_ST,0,0.604,0.8378
30,LV_grp02_ST,0,0.611,0.8378
30,LV_grp02_ST,0,0.62,0.8649
30,LV_grp02_ST,0,0.598,0.8378
30,LV_grp02_ST,0,0.623,0.8919
30,LV_grp02_ST,0,0.639,0.9189
30,LV_grp02_ST,0,0.583,0.7838
30,LV_grp02_ST,0,0.628,0.8649
30,LV_grp02_ST,0,0.588,0.8378
30,LV_grp02_ST,0,0.591,0.8378
30,LV_grp02_ST,0,0.621,0.8919
30,LV_grp02_ST,0,0.611,0.8378
30,LV_grp02_ST,0,0.618,0.8649
30,LV_grp02_ST,0,0.586,0.8108
30,LV_grp02_ST,0,0.643,0.9189
30,LV_grp02_ST,0,0.599,0.8378
30,LV_grp02_ST,0,0.595,0.8108
30,LV_grp02_ST,0,0.613,0.8378
30,LV_grp02_ST,0,0.636,0.8919
30,LV_grp02_ST,0,0.61,0.8649
30,LV_grp02_ST,0,0.589,0.8378
30,LV_grp02_ST,0,0.598,0.8378
30,LV_grp02_ST,0,0.591,0.7838
30,LV_grp02_ST,0,0.62,0.8649
30,LV_grp02_ST,0,0.622,0.8919
30,LV_grp02_ST,0,0.623,0.8649
30,LV_grp02_ST,0,0.579,0.7838
30,LV_grp02_ST,0,0.637,0.9189
30,LV_grp02_ST,0,0.607,0.8378
30,LV_grp02_ST,0,0.607,0.8378
30,LV_grp02_ST,0,0.616,0.8649
30,LV_grp02_ST,0,0.573,0.7838
30,LV_grp02_ST,0,0.618,0.8649
30,LV_grp02_ST,0,0.615,0.8649
30,LV_grp02_ST,0,0.595,0.8649
30,LV_grp02_ST,0,0.593,0.8108
30,LV_grp02_ST,0,0.615,0.8378
30,LV_grp02_ST,0,0.608,0.8649
30,LV_grp02_ST,0,0.605,0.8378
30,LV_grp02_ST,0,0.597,0.8378
30,LV_grp02_ST,0,0.62,0.8919
30,LV_grp02_ST,0,0.576,0.8108
30,LV_grp02_ST,0,0.599,0.8378
30,LV_grp02_ST,0,0.619,0.8919
30,LV_grp02_ST,0,0.633,0.8649
30,LV_grp02_ST,0,0.627,0.8919
